"","name","price","rating","votes_cnt","subzone","lat","lng","kuchnia1","n","lng_utm","lat_utm"
"923","Restauracja kontakt, Ochota",30,3.3,13,"Ochota",52.204813,20.980466,"Kawiarnia",1,498665.108914292,5783818.67536008
"924","Restauracja my onigiri, Ochota",40,3.5,12,"Ochota",52.219598,20.985023,"Japoñska",1,498976.859434936,5785463.09055398
"925","Restauracja kwintesencja, Ochota",120,3.3,13,"Ochota",52.198567,20.978915,"Polska",2,498558.916520647,5783123.98325599
"926","Restauracja vinam, Ochota",40,3.2,7,"Ochota",52.220255,20.98245,"Chiñska",2,498801.104898483,5785536.20613875
"927","Restauracja kwadratowa, Ochota",40,3,7,"Ochota",52.217108,20.98902,"Kawiarnia",1,499249.869021058,5785186.08646631
"928","Restauracja ochota ristobar, Ochota",60,2.8,12,"Ochota",52.201579,20.983755,"Polska",2,498889.788064381,5783458.91275434
"929","Restauracja rue de paris, Ochota",40,3,8,"Ochota",52.226861,21.002006,"Kawiarnia",2,500137.015768274,5786270.82905656
"930","Restauracja subway, Ochota",40,3.2,11,"Ochota",52.220137,20.984024,"Fast Food",1,498908.626842313,5785523.05648608
"931","Restauracja dominos pizza, Ochota",70,3.3,9,"Ochota",52.225474,20.99317,"Pizza",1,499533.476143345,5786116.57709939
"932","Restauracja costa coffee, Ochota",40,NA,0,"Ochota",52.2249,20.991,"Kawiarnia",1,499385.246142207,5786052.74891784
"933","Restauracja sahara, Ochota",40,2.8,11,"Ochota",52.212013,20.977824,"Turecka",2,498484.80802871,5784619.56024327
"934","Restauracja grand burger, Ochota",50,3.2,5,"Ochota",52.220816,20.985694,"Burgery",2,499022.724944009,5785598.55581095
"935","Restauracja par?osób, Ochota",40,3.3,7,"Ochota",52.223029,20.98846,"Kawiarnia",1,499211.715812916,5785844.66760327
"936","Restauracja tsuri sushi thai, Ochota",100,3.3,7,"Ochota",52.19876,20.978164,"Sushi",2,498507.594852131,5783145.46518321
"937","Restauracja hunter, Ochota",100,NA,0,"Ochota",52.225277,20.992195,"Burgery",4,499466.876308235,5786094.67207922
"938","Restauracja na placu, Ochota",70,3.2,8,"Ochota",52.231924,21.006727,"Pizza",3,500459.421849992,5786833.99178822
"939","Restauracja trylogia restaurant hotel radisson blu sobieski, Ochota",270,2.9,4,"Ochota",52.2243,20.99525,"Polska",2,499675.542201711,5785985.9851199
"940","Restauracja gusto dominium, Ochota",80,3,5,"Ochota",52.221775,20.985538,"Pizza",1,499012.089513012,5785705.22466117
"941","Restauracja tola, Ochota",40,3,5,"Ochota",52.212104,20.997173,"Przek¹ski",1,499806.84348049,5784629.45392492
"942","Restauracja iskra, Ochota",60,3.3,5,"Ochota",52.212901,20.9962,"Drinki",1,499740.367301464,5784718.10478559
"943","Restauracja gor¹co polecam nowakowski, Ochota",20,NA,0,"Ochota",52.22627,20.996284,"Piekarnia",2,499746.182774227,5786205.09842373
"944","Restauracja amaristo och cafe, Ochota",50,3.2,5,"Ochota",52.214189,20.980139,"Kawiarnia",3,498643.048456341,5784861.54409626
"945","Restauracja limoni canteri, Ochota",25,3,5,"Ochota",52.19736,20.97715,"Desery",2,498438.242852847,5782989.76929327
"946","Restauracja ara art cafe, Ochota",40,NA,0,"Ochota",52.222828,20.988752,"Kawiarnia",1,499231.658529505,5785822.30782586
"947","Restauracja abecad³o smaku, Ochota",60,NA,0,"Ochota",52.197832,20.973099,"Polska",1,498161.383637297,5783042.36322592
"948","Restauracja panda handroll, Ochota",30,NA,0,"Ochota",52.2249,20.991,"Sushi",1,499385.246142207,5786052.74891784
"949","Restauracja mr india, Ursynów",90,4.3,208,"Ursynów",52.14283,21.05356,"Indyjska",1,503665.209433439,5776925.71796487
"950","Restauracja rani, Ursynów",90,4.6,243,"Ursynów",52.142836,21.055342,"Indyjska",1,503787.154456973,5776926.47681898
"951","Restauracja wó³ na stó³, Ursynów",65,4.3,196,"Ursynów",52.144296,21.053606,"Burgery",3,503668.236847148,5777088.77695923
"952","Restauracja india king, Ursynów",90,4.4,109,"Ursynów",52.146592,21.056139,"Indyjska",1,503841.371431892,5777344.28199055
"953","Restauracja szara eminencja x ursynów, Ursynów",100,4.4,108,"Ursynów",52.155426,21.029288,"Miêdzynarodowa",1,502003.666344988,5778325.76841347
"954","Restauracja ma³y belgrad, Ursynów",100,4,227,"Ursynów",52.14214,21.06473,"Ba³kañska",1,504429.661486363,5776849.59533918
"955","Restauracja ba³kañski kocio³, Ursynów",100,4,139,"Ursynów",52.231924,21.006727,"Ba³kañska",1,500459.421849992,5786833.99178822
"956","Restauracja horapa, Ursynów",90,3.9,106,"Ursynów",52.14332,21.05482,"Tajska",1,503751.392376113,5776980.28287161
"957","Restauracja gaumarjos, Ursynów",70,4.1,128,"Ursynów",52.231924,21.006727,"Gruziñska",1,500459.421849992,5786833.99178822
"958","Restauracja ganesh, Ursynów",120,3.3,133,"Ursynów",52.13493,21.06179,"Indyjska",1,504229.15157367,5776047.48438779
"959","Restauracja sma¿alnia ryb sola, Ursynów",90,4,85,"Ursynów",52.150123,21.050886,"Ryby i owoce morza",2,503481.653869126,5777736.75469651
"960","Restauracja zushi point, Ursynów",130,4,72,"Ursynów",52.139395,21.057302,"Sushi",2,503921.583042571,5776543.85393358
"961","Restauracja vyèeska, Ursynów",100,4.1,55,"Ursynów",52.152138,21.044807,"Czeska",2,503065.586282122,5777960.60023302
"962","Restauracja karpielówka, Ursynów",50,2.8,100,"Ursynów",52.147355,21.042366,"Polska",1,502898.889600372,5777428.50747822
"963","Restauracja soto sushi, Ursynów",110,4,91,"Ursynów",52.231924,21.006727,"Sushi",2,500459.421849992,5786833.99178822
"964","Restauracja klubokawiarnia sheesha, Ursynów",75,3.9,48,"Ursynów",52.145525,21.04467,"Arabska",1,503056.66587658,5777225.05914453
"965","Restauracja rimini, Ursynów",60,3.6,96,"Ursynów",52.14891,21.03247,"Pizza",1,502221.679350408,5777601.11420166
"966","Restauracja le petit café, Ursynów",50,4,58,"Ursynów",52.139395,21.057302,"Kawiarnia",1,503921.583042571,5776543.85393358
"967","Restauracja parnik, Ursynów",40,3.7,60,"Ursynów",52.156641,21.034908,"Chiñska",2,502388.079766109,5778461.07785333
"968","Restauracja burger mama, Ursynów",50,3.7,65,"Ursynów",52.153201,21.030294,"Burgery",2,502072.592681118,5778078.31933034
"969","Restauracja sushi bistro, Ursynów",85,4.1,59,"Ursynów",52.231924,21.006727,"Sushi",1,500459.421849992,5786833.99178822
"970","Restauracja kucharek szeœæ, Ursynów",30,4,58,"Ursynów",52.145525,21.04467,"Polska",1,503056.66587658,5777225.05914453
"971","Restauracja gospoda pod m³ynem, Ursynów",120,3.8,84,"Ursynów",52.16141,21.026812,"Polska",1,501834.030945822,5778991.27841482
"972","Restauracja mamma papa, Ursynów",100,3.7,60,"Ursynów",52.14283,21.05356,"W³oska",2,503665.209433439,5776925.71796487
"973","Restauracja staroœwiecka, Ursynów",80,3.5,69,"Ursynów",52.144703,21.053279,"Polska",1,503645.82713458,5777134.02928982
"974","Restauracja presto, Ursynów",60,3.7,42,"Ursynów",52.14308,21.045857,"W³oska",2,503138.061416653,5776953.16327378
"975","Restauracja chicagos pizza, Ursynów",60,3.6,42,"Ursynów",52.155004,21.019108,"W³oska",2,501307.239100983,5778278.59886123
"976","Restauracja starlight cafe, Ursynów",115,2.9,62,"Ursynów",52.14969,21.04644,"Tex-Mex",2,503177.486440953,5777688.38996572
"977","Restauracja siwy dym, Ursynów",110,2.6,57,"Ursynów",52.135013,21.016993,"Polska",1,501163.06590537,5776055.05194371
"978","Restauracja adana kebab, Ursynów",40,3.6,44,"Ursynów",52.14969,21.04644,"Kebab",1,503177.486440953,5777688.38996572
"979","Restauracja sajgon, Ursynów",40,2.8,51,"Ursynów",52.162775,21.031592,"Wietnamska",3,502160.932896997,5779143.23340125
"980","Restauracja ming wok, Ursynów",50,3.8,54,"Ursynów",52.14824,21.056183,"Tajska",3,503844.240257734,5777527.58416105
"981","Restauracja sushi nugat, Ursynów",110,3.7,36,"Ursynów",52.15559,21.05243,"Sushi",1,503586.855979625,5778344.90100486
"982","Restauracja balsamico ristorante, Ursynów",120,3.6,38,"Ursynów",52.231924,21.006727,"W³oska",2,500459.421849992,5786833.99178822
"983","Restauracja pasta fresca, Ursynów",100,3.7,22,"Ursynów",52.147971,21.047649,"W³oska",2,503260.33337296,5777497.24668464
"984","Restauracja sypka m¹ka, Ursynów",100,3.9,32,"Ursynów",52.231924,21.006727,"Miêdzynarodowa",1,500459.421849992,5786833.99178822
"985","Restauracja i monelli, Ursynów",70,3.8,29,"Ursynów",52.155375,21.051556,"Pizza",2,503527.080640845,5778320.94461395
"986","Restauracja kawa i chili, Ursynów",80,2.9,31,"Ursynów",52.133154,21.07541,"Meksykañska",2,505161.563278375,5775850.82927212
"987","Restauracja pizza eataliano, Ursynów",40,3.4,28,"Ursynów",52.14969,21.04644,"Pizza",2,503177.486440953,5777688.38996572
"988","Restauracja nowoursynowska, Ursynów",80,3.7,30,"Ursynów",52.151731,21.059032,"W³oska",2,504038.86304102,5777916.02776644
"989","Restauracja fenicja, Ursynów",30,3.6,26,"Ursynów",52.147199,21.043307,"Kebab",2,502963.287790067,5777411.19428931
"990","Restauracja dominos pizza, Ursynów",70,2.5,31,"Ursynów",52.143399,21.044794,"Pizza",1,503065.296878046,5776988.59879185
"991","Restauracja bobby burger, Ursynów",50,2.6,35,"Ursynów",52.147277,21.041968,"Burgery",2,502871.661506296,5777419.81605345
"992","Restauracja 77 sushi, Ursynów",120,3.5,33,"Ursynów",52.144223,21.052095,"Sushi",2,503564.845565724,5777080.58218814
"993","Restauracja kik fit bar, Ursynów",45,2.9,24,"Ursynów",52.156365,21.021447,"Zdrowe jedzenie",1,501467.2127878,5778430.02189492
"994","Restauracja parma, Ursynów",60,3.7,29,"Ursynów",52.15651,21.033,"Pizza",1,502257.558833186,5778446.44618771
"995","Restauracja œwie¿ak, Ursynów",65,2.8,28,"Ursynów",52.142558,21.055653,"Polska",1,503808.460468359,5776895.57239421
"996","Restauracja kefana u romana, Ursynów",80,3.7,19,"Ursynów",52.231924,21.006727,"Ba³kañska",1,500459.421849992,5786833.99178822
"997","Restauracja nickis, Ursynów",70,3.6,17,"Ursynów",52.154673,21.017463,"Burgery",1,501194.708276695,5778241.7547647
"998","Restauracja s³owo daje, Ursynów",25,3.4,10,"Ursynów",52.231924,21.006727,"Kawiarnia",1,500459.421849992,5786833.99178822
"999","Restauracja sake izakaya, Ursynów",90,3.5,15,"Ursynów",52.231924,21.006727,"Japoñska",2,500459.421849992,5786833.99178822
"1000","Restauracja bzik kulinarny, Ursynów",110,3.4,24,"Ursynów",52.144624,21.055795,"Œródziemnomorska",2,503818.001168027,5777125.3718607
"1001","Restauracja tele sajgon, Ursynów",65,2.7,14,"Ursynów",52.142028,21.056163,"Wietnamska",1,503843.406540015,5776836.64974902
"1002","Restauracja qki, Ursynów",50,3.6,15,"Ursynów",52.140711,21.059329,"Desery",3,504060.185380072,5776690.3381497
"1003","Restauracja ba³kany od kuchni, Ursynów",100,3.4,10,"Ursynów",52.158756,21.021495,"Ba³kañska",1,501470.417731926,5778695.96383796
"1004","Restauracja seoul, Ursynów",90,3.5,17,"Ursynów",52.231924,21.006727,"Koreañska",2,500459.421849992,5786833.99178822
"1005","Restauracja sphinx, Ursynów",100,2.5,17,"Ursynów",52.14969,21.04644,"Arabska",3,503177.486440953,5777688.38996572
"1006","Restauracja american house, Ursynów",165,3.6,17,"Ursynów",52.121631,21.014964,"Polska",2,501024.500246564,5774566.6046552
"1007","Restauracja pizza hut, Ursynów",80,2.9,23,"Ursynów",52.15552,21.03485,"Pizza",1,502384.171835955,5778336.39181994
"1008","Restauracja limoni canteri, Ursynów",25,3.5,12,"Ursynów",52.145094,21.050646,"Desery",2,503465.623314,5777177.38947746
"1009","Restauracja szyszka chmielu, Ursynów",50,3.8,21,"Ursynów",52.140005,21.059255,"Drinki",2,504055.185300895,5776611.80881198
"1010","Restauracja kebab king, Ursynów",40,2.9,19,"Ursynów",52.14308,21.045857,"Kebab",1,503138.061416653,5776953.16327378
"1011","Restauracja broadway cafe, Ursynów",60,3.4,11,"Ursynów",52.231924,21.006727,"Kawiarnia",2,500459.421849992,5786833.99178822
"1012","Restauracja creppa, Ursynów",80,3.5,20,"Ursynów",52.231924,21.006727,"Francuska",1,500459.421849992,5786833.99178822
"1013","Restauracja peters grill bar, Ursynów",60,3.4,18,"Ursynów",52.231924,21.006727,"Burgery",3,500459.421849992,5786833.99178822
"1014","Restauracja texas burger, Ursynów",50,3.4,9,"Ursynów",52.161411,21.038097,"Burgery",2,502605.962805336,5778991.73495664
"1015","Restauracja kafelek, Ursynów",60,3.5,14,"Ursynów",52.155103,21.035441,"Kawiarnia",1,502424.626213473,5778290.03025078
"1016","Restauracja ciep³o zimno, Ursynów",60,3.4,21,"Ursynów",52.144223,21.052095,"Polska",2,503564.845565724,5777080.58218814
"1017","Restauracja pasta point, Ursynów",35,2.9,17,"Ursynów",52.15552,21.03485,"W³oska",1,502384.171835955,5778336.39181994
"1018","Restauracja may may, Ursynów",40,3.5,14,"Ursynów",52.15355,21.043166,"Chiñska",3,502953.219615248,5778117.58291551
"1019","Restauracja il padre, Ursynów",90,3.5,16,"Ursynów",52.15378,21.03992,"W³oska",2,502731.129126795,5778143.03768936
"1020","Restauracja ha noi, Ursynów",40,3,11,"Ursynów",52.153138,21.030426,"Turecka",4,502081.626524197,5778071.31588686
"1021","Restauracja kenwook, Ursynów",55,2.7,10,"Ursynów",52.156229,21.033359,"Azjatycka",1,502282.132706214,5778415.20296633
"1022","Restauracja ngon ngon, Ursynów",30,2.8,8,"Ursynów",52.158817,21.020275,"Chiñska",2,501386.95877082,5778702.72459136
"1023","Restauracja pierogama, Ursynów",60,3.4,15,"Ursynów",52.138346,21.047956,"Polska",1,503282.046990748,5776426.71456479
"1024","Restauracja geisha sushi, Ursynów",130,3.3,14,"Ursynów",52.231924,21.006727,"Sushi",1,500459.421849992,5786833.99178822
"1025","Restauracja burger bistro, Ursynów",60,2.9,5,"Ursynów",52.15378,21.03992,"Burgery",1,502731.129126795,5778143.03768936
"1026","Restauracja piecuszek, Ursynów",145,2.9,9,"Ursynów",52.135341,21.020744,"Ba³kañska",1,501419.788260144,5776091.60062443
"1027","Restauracja czyli czyli, Ursynów",100,3.2,6,"Ursynów",52.231924,21.006727,"W³oska",1,500459.421849992,5786833.99178822
"1028","Restauracja kumpir kebab, Ursynów",40,3.3,9,"Ursynów",52.231924,21.006727,"Kebab",2,500459.421849992,5786833.99178822
"1029","Restauracja la torre, Ursynów",85,2.5,11,"Ursynów",52.231924,21.006727,"Pizza",1,500459.421849992,5786833.99178822
"1030","Restauracja telepizza, Ursynów",60,3,10,"Ursynów",52.156325,21.052163,"Pizza",1,503568.531127293,5778426.63879848
"1031","Restauracja restauracja rosso, Ursynów",100,3.3,4,"Ursynów",52.158756,21.021495,"W³oska",2,501470.417731926,5778695.96383796
"1032","Restauracja ma³y ksi¹¿?, Ursynów",50,3.2,11,"Ursynów",52.141758,21.03483,"Europejska",1,502383.538317692,5776805.70359466
"1033","Restauracja kill bill resto bar, Ursynów",100,3.2,7,"Ursynów",52.15651,21.033,"Miêdzynarodowa",1,502257.558833186,5778446.44618771
"1034","Restauracja cukiernia cieœlikowski, Ursynów",40,3.2,10,"Ursynów",52.13891,21.05896,"Desery",1,504035.095580794,5776490.00046927
"1035","Restauracja kim chi, Ursynów",45,NA,0,"Ursynów",52.142558,21.055653,"Azjatycka",1,503808.460468359,5776895.57239421
"1036","Restauracja thang loi ii, Ursynów",35,2.9,8,"Ursynów",52.143018,21.043659,"Chiñska",3,502987.653225865,5776946.17451917
"1037","Restauracja cukiernia sowa, Ursynów",40,3.4,6,"Ursynów",52.138346,21.047956,"Desery",2,503282.046990748,5776426.71456479
"1038","Restauracja vina pol, Ursynów",30,NA,0,"Ursynów",52.156703,21.035324,"Turecka",2,502416.535247719,5778467.98762775
"1039","Restauracja nastrojowa, Ursynów",35,3.1,7,"Ursynów",52.157066,21.03003,"Kawiarnia",1,502054.352947062,5778508.19948911
"1040","Restauracja cafe ricardo, Ursynów",30,3.4,6,"Ursynów",52.156348,21.031211,"Kawiarnia",2,502135.179534214,5778428.37345001
"1041","Restauracja menu bistro, Ursynów",80,3.2,4,"Ursynów",52.231924,21.006727,"Miêdzynarodowa",4,500459.421849992,5786833.99178822
"1042","Restauracja da grasso, Ursynów",80,2.9,5,"Ursynów",52.16109,21.03741,"Pizza",1,502558.988108968,5778956.00698818
"1043","Restauracja grycan, Ursynów",40,NA,0,"Ursynów",52.15378,21.03992,"Lodziarnia",2,502731.129126795,5778143.03768936
"1044","Restauracja bloki w s³oñcu, Ursynów",100,NA,0,"Ursynów",52.155608,21.046207,"Polska",2,503161.125093905,5778346.61368665
"1045","Restauracja bar janusz, Ursynów",40,3.3,7,"Ursynów",52.161373,21.02886,"Drinki",3,501974.122665746,5778987.2168061
"1046","Restauracja s³odka baba, Ursynów",20,3.3,7,"Ursynów",52.142558,21.055653,"Desery",3,503808.460468359,5776895.57239421
"1047","Restauracja dolce far niente grande, Ursynów",90,3.2,6,"Ursynów",52.231924,21.006727,"W³oska",2,500459.421849992,5786833.99178822
"1048","Restauracja polski smak, Ursynów",40,3.2,4,"Ursynów",52.145529,21.057919,"Polska",1,503963.26420504,5777226.14489495
"1049","Restauracja shogun, Ursynów",170,3.3,6,"Ursynów",52.145737,21.057855,"Japoñska",1,503958.866387325,5777249.27632555
"1050","Restauracja bar sajgon, Ursynów",60,3.1,4,"Ursynów",52.148606,21.049789,"Azjatycka",2,503406.712181534,5777567.97328421
"1051","Restauracja masami sushi, Ursynów",120,NA,0,"Ursynów",52.14308,21.045857,"Sushi",1,503138.061416653,5776953.16327378
"1052","Restauracja smaki na kuraki, Ursynów",30,3.3,5,"Ursynów",52.146953,21.053285,"Fast Food",2,503646.053943194,5777384.28719686
"1053","Restauracja hakan, Ursynów",30,3.2,5,"Ursynów",52.156774,21.035837,"Kebab",1,502451.625972382,5778475.90187094
"1054","Restauracja kfc, Ursynów",30,2.8,7,"Ursynów",52.145146,21.042997,"Fast Food",1,502942.21129805,5777182.8354914
"1055","Restauracja china town, Ursynów",70,3.1,4,"Ursynów",52.142645,21.02144,"Chiñska",1,501467.18480625,5776904.00539449
"1056","Restauracja ciasteczkooo, Ursynów",40,NA,0,"Ursynów",52.142471,21.03255,"Kawiarnia",1,502227.474403027,5776884.93496879
"1057","Restauracja sushi king, Ursynów",150,2.9,4,"Ursynów",52.168398,20.993952,"Japoñska",2,499586.361259098,5779768.20388116
"1058","Restauracja bison pub, Ursynów",80,NA,0,"Ursynów",52.231924,21.006727,"Drinki",2,500459.421849992,5786833.99178822
"1059","Restauracja la famiglia da fabio, Ursynów",110,NA,0,"Ursynów",52.14858,21.055283,"W³oska",1,503782.630257083,5777565.35358392
"1060","Restauracja subway, Ursynów",40,NA,0,"Ursynów",52.139424,21.059746,"Fast Food",1,504088.840659325,5776547.21435627
"1061","Restauracja sweet home, Ursynów",30,3.1,5,"Ursynów",52.145094,21.050646,"Kawiarnia",2,503465.623314,5777177.38947746
"1062","Restauracja baguette co, Ursynów",25,2.8,5,"Ursynów",52.15378,21.03992,"Piekarnia",1,502731.129126795,5778143.03768936
"1063","Restauracja pod podkow¹, Ursynów",80,3.1,5,"Ursynów",52.165734,21.010877,"Polska",1,500743.951268827,5779471.93630018
"1064","Restauracja no 22, Ursynów",40,3.2,5,"Ursynów",52.231924,21.006727,"Przek¹ski",1,500459.421849992,5786833.99178822
"1065","Restauracja urfa kebab, Ursynów",40,NA,0,"Ursynów",52.161411,21.038097,"Kebab",1,502605.962805336,5778991.73495664
"1066","Restauracja poleczka, Ursynów",90,NA,0,"Ursynów",52.15541,21.00454,"Europejska",1,500310.593026592,5778323.59411674
"1067","Restauracja burger premium, Ursynów",50,3.1,4,"Ursynów",52.231924,21.006727,"Burgery",1,500459.421849992,5786833.99178822
"1068","Restauracja ankara, Ursynów",40,NA,0,"Ursynów",52.161411,21.038097,"Kebab",1,502605.962805336,5778991.73495664
"1069","Restauracja ma³a kuchnia, Ursynów",50,NA,0,"Ursynów",52.140711,21.059329,"Polska",1,504060.185380072,5776690.3381497
"1070","Restauracja quattro, Ursynów",100,NA,0,"Ursynów",52.153333,21.030577,"Pizza",1,502091.948206383,5778093.00925109
"1071","Restauracja deserownia, Ursynów",30,NA,0,"Ursynów",52.155685,21.045681,"Desery",2,503125.134857221,5778355.15528616
"1072","Restauracja caffe okno, Ursynów",50,3,4,"Ursynów",52.154361,21.003539,"Polska",2,500242.117744095,5778206.91445453
"1073","Restauracja panda handroll, Ursynów",30,NA,0,"Ursynów",52.142968,21.035783,"Sushi",1,502448.689066157,5776940.31823148
"1074","Restauracja zaœcianek, Ursynów",40,NA,0,"Ursynów",52.149042,21.04553,"Polska",1,503115.268260397,5777616.27627107
"1075","Restauracja mcdonalds, Ursynów",40,NA,0,"Ursynów",52.123378,21.019305,"Fast Food",1,501321.65222703,5774760.98518192
"1076","Restauracja mcoffee, Ursynów",50,NA,0,"Ursynów",52.140711,21.059329,"Kawiarnia",1,504060.185380072,5776690.3381497
"1077","Restauracja bar ursynów, Ursynów",50,NA,0,"Ursynów",52.158817,21.020275,"Polska",1,501386.95877082,5778702.72459136
"1078","Restauracja d¿ungla, Ursynów",80,3.1,4,"Ursynów",52.14308,21.045857,"Zdrowe jedzenie",2,503138.061416653,5776953.16327378
"1079","Restauracja costa coffee, Ursynów",40,NA,0,"Ursynów",52.15378,21.03992,"Kawiarnia",1,502731.129126795,5778143.03768936
"1080","Restauracja bar van binh, Ursynów",50,NA,0,"Ursynów",52.138794,21.054978,"Wietnamska",1,503762.58586131,5776476.88438742
"1081","Restauracja milanovo, Wilanów",150,3.6,102,"Wilanów",52.167397,21.085991,"Pizza",2,505881.283710569,5779660.33510462
"1082","Restauracja kuchnia otwarta, Wilanów",120,3.9,42,"Wilanów",52.163907,21.082827,"Europejska",1,505665.327762599,5779271.90470612
"1083","Restauracja ye ye mex food music bar, Wilanów",120,4,37,"Wilanów",52.163907,21.082827,"Meksykañska",1,505665.327762599,5779271.90470612
"1084","Restauracja cuda wianki, Wilanów",150,2.7,73,"Wilanów",52.120946,21.092821,"Polska",1,506355.024412623,5774494.37293281
"1085","Restauracja senso sushi, Wilanów",115,3.7,52,"Wilanów",52.172722,21.052939,"Sushi",2,503620.287335993,5780250.44926931
"1086","Restauracja bel paese dom pizzy i makaronu, Wilanów",145,3.8,45,"Wilanów",52.158876,21.078915,"W³oska",2,505398.35752,5778712.02900743
"1087","Restauracja ochota na sushi, Wilanów",110,3.8,56,"Wilanów",52.164069,21.074186,"Sushi",2,505074.269095798,5779289.28371979
"1088","Restauracja vilanova, Wilanów",140,3.6,40,"Wilanów",52.16113,21.072806,"Miêdzynarodowa",1,504980.206151918,5778962.29514416
"1089","Restauracja saffron spices, Wilanów",110,3.7,35,"Wilanów",52.231924,21.006727,"Indyjska",2,500459.421849992,5786833.99178822
"1090","Restauracja vilano, Wilanów",160,3.7,36,"Wilanów",52.161575,21.080528,"W³oska",2,505508.365178993,5779012.34884833
"1091","Restauracja basico, Wilanów",140,3.7,42,"Wilanów",52.231924,21.006727,"W³oska",2,500459.421849992,5786833.99178822
"1092","Restauracja taste burger, Wilanów",60,3.5,41,"Wilanów",52.1664,21.085,"Burgery",1,505813.635024921,5779549.36291952
"1093","Restauracja cucina wilanów, Wilanów",80,2.7,32,"Wilanów",52.164385,21.071277,"W³oska",1,504875.261079773,5779324.23163891
"1094","Restauracja sma¿alnia okoñ, Wilanów",80,3.8,39,"Wilanów",52.171553,21.058509,"Ryby i owoce morza",1,504001.302292145,5780120.7185729
"1095","Restauracja plato, Wilanów",100,4,18,"Wilanów",52.163907,21.082827,"Miêdzynarodowa",1,505665.327762599,5779271.90470612
"1096","Restauracja zamigo, Wilanów",70,3.7,27,"Wilanów",52.16614,21.06974,"Tajska",2,504769.944490221,5779519.33102842
"1097","Restauracja bistecca bistro, Wilanów",160,3.6,29,"Wilanów",52.156727,21.077971,"Steak",3,505334.037965217,5778472.93490933
"1098","Restauracja plakatówka, Wilanów",60,3.5,19,"Wilanów",52.160926,21.070609,"Kawiarnia",1,504829.945132773,5778939.45652683
"1099","Restauracja kuŸnia kulturalna, Wilanów",150,3.5,22,"Wilanów",52.166879,21.086347,"Polska",3,505905.700610426,5779602.74896451
"1100","Restauracja bierhalle, Wilanów",110,2.7,20,"Wilanów",52.163907,21.082827,"Polska",2,505665.327762599,5779271.90470612
"1101","Restauracja villa sushi, Wilanów",120,3.7,23,"Wilanów",52.163202,21.070868,"Sushi",2,504847.414509128,5779192.62395237
"1102","Restauracja thaistreet, Wilanów",70,3.6,14,"Wilanów",52.16558,21.072201,"Tajska",1,504938.329278224,5779457.20915269
"1103","Restauracja sucré, Wilanów",40,3.8,23,"Wilanów",52.163087,21.080219,"Desery",3,505487.042670147,5779180.49899392
"1104","Restauracja gor¹cy pies, Wilanów",80,3.7,20,"Wilanów",52.162466,21.071426,"Burgery",1,504885.662640886,5779110.79910888
"1105","Restauracja nasza jadalnia, Wilanów",60,3.6,29,"Wilanów",52.156601,21.075229,"Polska",1,505146.470831355,5778458.7224183
"1106","Restauracja 360o, Wilanów",110,3.8,26,"Wilanów",52.163087,21.080219,"Pizza",1,505487.042670147,5779180.49899392
"1107","Restauracja magiel kulinarny, Wilanów",90,3.4,12,"Wilanów",52.159899,21.073244,"Europejska",1,505010.305234025,5778825.40625451
"1108","Restauracja i love juice, Wilanów",50,3.5,17,"Wilanów",52.161248,21.0821,"Zdrowe jedzenie",2,505615.935999425,5778976.09850455
"1109","Restauracja nova sushi, Wilanów",120,2.7,21,"Wilanów",52.170942,21.071432,"Sushi",1,504885.144760477,5780053.5509953
"1110","Restauracja deli paris, Wilanów",50,3,10,"Wilanów",52.161575,21.080528,"Kawiarnia",3,505508.365178993,5779012.34884833
"1111","Restauracja quattro canti, Wilanów",110,3.5,20,"Wilanów",52.171085,21.106909,"W³oska",2,507311.348210369,5780072.43875955
"1112","Restauracja castello, Wilanów",150,3.4,11,"Wilanów",52.174538,21.079075,"W³oska",1,505407.403844117,5780454.06228904
"1113","Restauracja sushi akiyama, Wilanów",175,3.5,7,"Wilanów",52.167072,21.086201,"Sushi",2,505895.68943872,5779624.20370399
"1114","Restauracja con ho, Wilanów",40,3,10,"Wilanów",52.173852,21.078399,"Chiñska",2,505361.259255259,5780377.71098795
"1115","Restauracja stó³ polski, Wilanów",100,3.3,6,"Wilanów",52.177037,21.074695,"Polska",1,505107.59911554,5780731.69898888
"1116","Restauracja dunkin donuts, Wilanów",45,3.2,9,"Wilanów",52.163907,21.082827,"Kawiarnia",3,505665.327762599,5779271.90470612
"1117","Restauracja beer store, Wilanów",50,3.5,10,"Wilanów",52.164385,21.071277,"Drinki",1,504875.261079773,5779324.23163891
"1118","Restauracja nama sushi, Wilanów",130,3.4,10,"Wilanów",52.163907,21.082827,"Sushi",2,505665.327762599,5779271.90470612
"1119","Restauracja quinta essentia, Wilanów",75,3.4,8,"Wilanów",52.160766,21.080178,"Kawiarnia",2,505484.523538646,5778922.34059653
"1120","Restauracja przekorna, Wilanów",100,NA,0,"Wilanów",52.12268,21.096572,"Miêdzynarodowa",1,506611.581383349,5774687.5723153
"1121","Restauracja dynasty restaurant, Wilanów",100,3.2,6,"Wilanów",52.231924,21.006727,"Chiñska",1,500459.421849992,5786833.99178822
"1122","Restauracja udon tempura, Wilanów",80,3.4,8,"Wilanów",52.163202,21.070868,"Japoñska",1,504847.414509128,5779192.62395237
